pert_iname,n_signatures,n_cell_lines,cell_lines
tomelukast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tonabersat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
topiramate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
topiroxostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
torasemide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
torcetrapib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
torcitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
toremifene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
torin-1,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
torin-2,114,13,A375|A549|BT20|HA1E|HCC515|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3
tosedostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tozasertib,156,15,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
tracazolate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tramadol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trametinib,113,13,A375|A549|BT20|HA1E|HCC515|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|PC3|SKBR3
tramiprosate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tranilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tranylcypromine,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
trapidil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
travoprost,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trazodone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trehalose,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tretinoin,15,5,A375|A549|MCF7|NPC.TAK|PC3
triamcinolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triamcinolone-acetonide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triamterene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trichostatin-a,15,5,A375|A549|MCF7|NPC.TAK|PC3
triclabendazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triclosan,39,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trientine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trifluoperazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triflupromazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trifluridine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trilostane,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trimebutine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trimetazidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trimethobenzamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trimethoprim,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trimipramine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triptolide,40,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
triptorelin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
troglitazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
trovafloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tyrphostin-1,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tyrphostin-AG-112,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tyrphostin-AG-1478,132,22,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
ubenimex,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ulipristal,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
umeclidinium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
unc-0646,15,5,A375|A549|MCF7|NPC.TAK|PC3
urapidil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
urea,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ursodeoxycholyltaurine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ursodiol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ursolic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
valdecoxib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
valproic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
valrubicin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
valsartan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vandetanib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
vanoxerine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vardenafil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
varenicline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
varespladib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
veliparib,270,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
vemurafenib,162,16,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|NPC|PC3|SKBR3|YAPC
venetoclax,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
venlafaxine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
verapamil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vernakalant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
verteporfin,6,2,A375|NPC
vicriviroc,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vidarabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vilazodone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vinburnine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vincamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vinpocetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vismodegib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
voglibose,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
volasertib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
voreloxin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
voriconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vorinostat,210,22,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
vortioxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
voxtalisib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
vu0155056,15,5,A375|A549|MCF7|NPC.TAK|PC3
warfarin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
withaferin-a,252,15,A375|A549|BT20|HA1E|HCC515|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3
xaliproden,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
yohimbine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zafirlukast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zalcitabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zaldaride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zaleplon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zaprinast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zardaverine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zebularine,15,5,A375|A549|MCF7|NPC.TAK|PC3
zidovudine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zileuton,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ziprasidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zofenopril-calcium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zolpidem,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zonisamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
zosuquidar,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
